grid_ID,Y_centroid_UTM_lat,X_centroid_UTM_lon,sst_clim,chlor_clim,bath,bath_buff_500
6041,6448861.199,515776.819,3.306810379,NA,38,9
6042,6448895.5,518511.271,6.877206802,6.341714382,-43,-46
6043,6448879.021,519588.5633,6.877206802,6.341714382,-54,-54
6044,6448879.021,520813.5633,6.877206802,6.341714382,-50,-50
6045,6448879.021,522038.5633,6.877206802,6.341714382,-47,-43
6046,6448879.021,523263.5633,6.874336243,5.750893593,-10,-20
6047,6448879.021,524488.5633,6.874336243,5.750893593,12,4
6048,6448880.903,525604.6975,6.874336243,5.750893593,20,10.5
6049,6449163.049,527507.7411,7.19023037,5.193064213,67,67
6050,6448920.232,528277.6468,7.19023037,5.193064213,11,3
6051,6448879.021,529388.5633,7.19023037,5.193064213,-16,-17.5
6052,6448879.021,530613.5633,7.19023037,5.193064213,-19,-20
6053,6448879.021,531838.5633,7.19023037,5.193064213,-14,-15.5
6054,6448879.021,533063.5633,7.123034,15.59973431,-20,-18.5
6055,6448879.021,534288.5633,7.123034,15.59973431,-25,-29
6056,6448879.021,535513.5633,7.123034,15.59973431,-47,-44
6057,6448879.021,536738.5633,7.123034,15.59973431,-53,-54
6058,6448879.021,537963.5633,6.710928917,NA,-59,-58
6059,6448879.021,539188.5633,6.710928917,NA,-68,-68
6060,6449785.978,379300.0176,8.439068794,2.049503803,-154,-138
6061,6449530.481,379983.9982,8.358744621,1.904157639,-135,-128.5
6062,6449517.021,381163.5633,8.358744621,1.904157639,-129,-142.5
6063,6449517.021,382388.5633,8.238202095,1.967401624,-189,-186
6064,6449517.021,383613.5633,8.238202095,1.967401624,-189,-189.5
6065,6449517.021,384838.5633,8.238202095,1.967401624,-201,-198.5
6066,6449517.021,386063.5633,8.238202095,1.967401624,-219,-214.5
6067,6449517.021,387288.5633,7.885622978,1.948110104,-192,-196
6068,6449517.021,388513.5633,7.885622978,1.948110104,-179,-179
6069,6449517.021,389738.5633,7.885622978,1.948110104,-175,-176
6070,6449517.021,390963.5633,7.885622978,1.948110104,-162,-162
6071,6449517.021,392188.5633,7.247935295,1.887637615,-142,-150.5
6072,6449517.021,393413.5633,7.247935295,1.887637615,-126,-126
6073,6449517.021,394638.5633,7.247935295,1.887637615,-116,-118.5
6074,6449517.021,395863.5633,7.247935295,1.887637615,-89,-89
6075,6449517.021,397088.5633,6.357688427,1.621457577,-97,-97
6076,6449517.021,398313.5633,6.357688427,1.621457577,-31,-53.5
6077,6449517.021,399538.5633,6.357688427,1.621457577,-75,-74
6078,6449517.021,400763.5633,6.357688427,1.621457577,-73,-73
6079,6449517.021,401988.5633,5.97564888,1.396856308,-22,-28.5
6080,6449517.021,403213.5633,5.97564888,1.396856308,-27,-27
6081,6449517.021,404438.5633,5.97564888,1.396856308,-72,-52.5
6082,6449517.021,405663.5633,5.97564888,1.396856308,-146,-146
6083,6449517.021,406888.5633,6.123389244,1.273550749,-290,-281.5
6084,6449517.021,408113.5633,6.123389244,1.273550749,-266,-266
6085,6449517.021,409338.5633,6.123389244,1.273550749,-90,-110
6086,6449517.021,410563.5633,6.123389244,1.273550749,-84,-84
6087,6449517.021,411788.5633,6.189755917,1.259540081,-177,-217.5
6088,6449517.021,413013.5633,6.189755917,1.259540081,-102,-110.5
6089,6449517.021,414238.5633,6.189755917,1.259540081,-139,-127
6090,6449517.021,415463.5633,6.189755917,1.259540081,-149,-154
6091,6449527.551,416669.1798,6.189755917,1.259540081,-125,-59
6092,6449520.829,417921.4555,6.480877399,1.215990901,-97,-122
6093,6449517.021,419138.5633,6.480877399,1.215990901,-103,-107
6094,6449516.087,420361.5482,6.480877399,1.215990901,-123,-65.33333333
6095,6449378.939,421200.9031,6.480877399,1.215990901,36,19
6096,6449521.79,426943.1686,6.241669178,NA,38,-13.5
6097,6449517.021,427713.5633,6.241669178,NA,-80,-80
6098,6449527.355,428898.5174,6.241669178,NA,-64,-28.5
6099,6449805.001,429570.7748,6.43324852,NA,20,20
6100,6449683.481,441462.8695,8.271523476,NA,5,5
6101,6449520.585,442426.5779,8.271523476,NA,12,9.5
6102,6449411.487,443203.4808,8.271523476,NA,18,10.5
6103,6449508.105,467225.8121,NA,NA,8,11
6104,6449524.738,468079.1384,NA,NA,3,2.5
6105,6449565.748,469489.5859,7.62638855,19.60254288,3,-4.5
6106,6449483.987,470394.8023,7.62638855,19.60254288,-18,7
6107,6449516.283,471819.2721,7.658495903,7.2952075,-50,-50
6108,6449517.021,473038.5633,7.658495903,7.2952075,-51,-50
6109,6449517.021,474263.5633,7.658495903,7.2952075,-61,-61
6110,6449517.021,475488.5633,7.658495903,7.2952075,-67,-62.5
6111,6449517.021,476713.5633,7.827254772,8.072118759,-103,-93
6112,6449517.021,477938.5633,7.827254772,8.072118759,-65,-67.5
6113,6449517.021,479163.5633,7.827254772,8.072118759,-211,-168
6114,6449517.021,480388.5633,7.827254772,8.072118759,-180,-181.5
6115,6449517.021,481613.5633,7.764252663,7.903980732,-209,-192
6116,6449517.021,482838.5633,7.764252663,7.903980732,-185,-207
6117,6449517.021,484063.5633,7.764252663,7.903980732,-169,-160.5
6118,6449517.021,485288.5633,7.764252663,7.903980732,-153,-229.5
6119,6449517.021,486513.5633,7.682826042,8.17129612,-308,-305.5
6120,6449517.021,487738.5633,7.682826042,8.17129612,-315,-316
6121,6449517.021,488963.5633,7.682826042,8.17129612,-282,-295
6122,6449517.021,490188.5633,7.682826042,8.17129612,-260,-257
6123,6449517.021,491413.5633,7.586722851,6.390881538,-211,-211
6124,6449517.021,492638.5633,7.586722851,6.390881538,-132,-110
6125,6449517.021,493863.5633,7.586722851,6.390881538,-42,-43.5
6126,6449517.021,495088.5633,7.586722851,6.390881538,-20,-35
6127,6449464.443,496223.7499,7.536132813,5.53248024,2,1.5
6128,6449494.887,497596.9304,7.536132813,5.53248024,-61,-47.5
6129,6449517.021,498763.5633,7.536132813,5.53248024,-279,-199
6130,6449517.021,499988.5633,7.536132813,5.53248024,-516,-551.5
6131,6449517.021,501213.5633,7.748474598,5.8934865,-531,-564
6132,6449517.021,502438.5633,7.748474598,5.8934865,-566,-599.5
6133,6449517.021,503663.5633,7.748474598,5.8934865,-560,-591
6134,6449517.021,504888.5633,7.748474598,5.8934865,-617,-588
6135,6449517.021,506113.5633,7.27717495,1.618092418,-81,-237
6136,6449419.959,506843.8909,7.27717495,1.618092418,-58,-12
6137,6449240.871,515239.4342,3.306810379,NA,19,17.5
6138,6449343.045,515765.4794,3.306810379,NA,66,42.5
6139,6449742.307,517709.0771,6.877206802,6.341714382,-22,-1.5
6140,6449524.6,518384.7479,6.877206802,6.341714382,-34,-40
6141,6449517.021,519588.5633,6.877206802,6.341714382,-54,-56.5
6142,6449517.021,520813.5633,6.877206802,6.341714382,-58,-59
6143,6449517.021,522038.5633,6.877206802,6.341714382,-56,-54.5
6144,6449517.021,523263.5633,6.874336243,5.750893593,-48,-51
6145,6449517.021,524488.5633,6.874336243,5.750893593,1,-7
6146,6449516.948,525563.3233,6.874336243,5.750893593,30,17.5
6147,6449597.038,527238.939,7.19023037,5.193064213,1,-17
6148,6449517.021,528163.5633,7.19023037,5.193064213,-35,-35
6149,6449517.021,529388.5633,7.19023037,5.193064213,-48,-47
6150,6449517.021,530613.5633,7.19023037,5.193064213,-33,-33
6151,6449517.021,531838.5633,7.19023037,5.193064213,-21,-25
6152,6449517.021,533063.5633,7.123034,15.59973431,-23,-23
6153,6449517.021,534288.5633,7.123034,15.59973431,-16,-20.5
6154,6449517.021,535513.5633,7.123034,15.59973431,-49,-49
6155,6449517.021,536738.5633,7.123034,15.59973431,-67,-66
6156,6449517.021,537963.5633,6.710928917,NA,-68,-68
6157,6449517.021,539188.5633,6.710928917,NA,-109,-82
6158,6450227.326,379185.165,8.439068794,2.049503803,-150,-150
6159,6450155.021,379938.5633,8.358744621,1.904157639,-142,-140.5
6160,6450155.021,381163.5633,8.358744621,1.904157639,-128,-128
6161,6450155.021,382388.5633,8.238202095,1.967401624,-174,-170.5
6162,6450155.021,383613.5633,8.238202095,1.967401624,-183,-183
6163,6450155.021,384838.5633,8.238202095,1.967401624,-190,-190
6164,6450155.021,386063.5633,8.238202095,1.967401624,-212,-212
6165,6450155.021,387288.5633,7.885622978,1.948110104,-197,-198
6166,6450155.021,388513.5633,7.885622978,1.948110104,-185,-182
6167,6450155.021,389738.5633,7.885622978,1.948110104,-171,-173.5
6168,6450155.021,390963.5633,7.885622978,1.948110104,-154,-156
6169,6450155.021,392188.5633,7.247935295,1.887637615,-147,-148.5
6170,6450155.021,393413.5633,7.247935295,1.887637615,-114,-122.3333333
6171,6450155.021,394638.5633,7.247935295,1.887637615,-106,-105.5
6172,6450155.021,395863.5633,7.247935295,1.887637615,-88,-88
6173,6450155.021,397088.5633,6.357688427,1.621457577,-77,-81.5
6174,6450155.021,398313.5633,6.357688427,1.621457577,-31,-31
6175,6450155.021,399538.5633,6.357688427,1.621457577,-73,-74
6176,6450155.021,400763.5633,6.357688427,1.621457577,-73,-73
6177,6450155.021,401988.5633,6.357688427,1.621457577,-35,-28.5
6178,6450155.021,403213.5633,5.97564888,1.396856308,-27,-27
6179,6450155.021,404438.5633,5.97564888,1.396856308,-33,-52.5
6180,6450155.021,405663.5633,5.97564888,1.396856308,-146,-146
6181,6450155.021,406888.5633,5.97564888,1.396856308,-273,-281.5
6182,6450155.021,408113.5633,6.123389244,1.273550749,-266,-271
6183,6450155.021,409338.5633,6.123389244,1.273550749,-130,-130
6184,6450155.021,410563.5633,6.123389244,1.273550749,-136,-110
6185,6450155.021,411788.5633,6.123389244,1.273550749,-239,-199.5
6186,6450155.021,413013.5633,6.189755917,1.259540081,-97,-97
6187,6450155.021,414238.5633,6.189755917,1.259540081,-116,-119
6188,6450155.021,415463.5633,6.189755917,1.259540081,-139,-139
6189,6450155.021,416688.5633,6.189755917,1.259540081,-57,-84
6190,6450155.021,417913.5633,6.480877399,1.215990901,-138,-138
6191,6450155.021,419138.5633,6.480877399,1.215990901,-126,-113.5
6192,6450137.967,420248.2582,6.480877399,1.215990901,2,-62.5
6193,6450186.443,426876.6418,6.241669178,NA,11,-27.5
6194,6450155.021,427713.5633,6.241669178,NA,-86,-76
6195,6450155.021,428938.5633,6.241669178,NA,-73,-66.5
6196,6450247.644,429761.9048,6.43324852,NA,20,49.5
6197,6450282.97,440301.8179,8.271523476,NA,44,61
6198,6450211.741,441200.9261,8.271523476,NA,20,12.5
6199,6450105.984,442241.5553,8.271523476,NA,7,5
6200,6450098.798,467387.2811,NA,NA,8,8
6201,6450174.356,468196.6085,7.62638855,19.60254288,2,2
6202,6450155.021,469363.5633,7.62638855,19.60254288,3,-17.5
6203,6450174.69,470571.3748,7.62638855,19.60254288,-38,-38
6204,6450155.021,471813.5633,7.658495903,7.2952075,-61,-55.5
6205,6450155.021,473038.5633,7.658495903,7.2952075,-74,-74
6206,6450155.021,474263.5633,7.658495903,7.2952075,-95,-78
6207,6450155.021,475488.5633,7.658495903,7.2952075,-101,-101
6208,6450155.021,476713.5633,7.827254772,8.072118759,-125,-125
6209,6450155.021,477938.5633,7.827254772,8.072118759,-138,-164
6210,6450155.021,479163.5633,7.827254772,8.072118759,-227,-227
6211,6450155.021,480388.5633,7.827254772,8.072118759,-235,-234.5
6212,6450155.021,481613.5633,7.764252663,7.903980732,-203,-203
6213,6450155.021,482838.5633,7.764252663,7.903980732,-262,-244
6214,6450155.021,484063.5633,7.764252663,7.903980732,-222,-222
6215,6450155.021,485288.5633,7.764252663,7.903980732,-219,-250
6216,6450155.021,486513.5633,7.682826042,8.17129612,-291,-291
6217,6450155.021,487738.5633,7.682826042,8.17129612,-292,-282
6218,6450155.021,488963.5633,7.682826042,8.17129612,-240,-240
6219,6450155.021,490188.5633,7.682826042,8.17129612,-178,-158.5
6220,6450155.021,491413.5633,7.586722851,6.390881538,-149,-149
6221,6450155.021,492638.5633,7.586722851,6.390881538,-55,-46
6222,6450155.021,493863.5633,7.586722851,6.390881538,1,1
6223,6450154.57,495087.6666,7.586722851,6.390881538,2,8.5
6224,6450143.499,496360.5311,7.536132813,5.53248024,2,2
6225,6450164.735,497556.7966,7.536132813,5.53248024,-132,-100.5
6226,6450155.021,498763.5633,7.536132813,5.53248024,-282,-282
6227,6450155.021,499988.5633,7.536132813,5.53248024,-490,-536.5
6228,6450155.021,501213.5633,7.748474598,5.8934865,-568,-568
6229,6450155.021,502438.5633,7.748474598,5.8934865,-599,-620.5
6230,6450155.021,503663.5633,7.748474598,5.8934865,-609,-609
6231,6450155.021,504888.5633,7.748474598,5.8934865,-604,-525.5
6232,6450140.163,506044.2743,7.27717495,1.618092418,-51,-51
6233,6449846.178,506731.4233,7.27717495,1.618092418,-58,-12
6234,6450161.665,517664.2492,6.877206802,6.341714382,-43,-40.5
6235,6450155.021,518363.5633,6.877206802,6.341714382,-35,-35
6236,6450155.021,519588.5633,6.877206802,6.341714382,-58,-62.5
6237,6450155.021,520813.5633,6.877206802,6.341714382,-54,-54
6238,6450155.021,522038.5633,6.877206802,6.341714382,-62,-61
6239,6450155.021,523263.5633,6.874336243,5.750893593,-59,-59
6240,6450155.021,524488.5633,6.874336243,5.750893593,-39,-39
6241,6450164.53,525696.4646,6.874336243,5.750893593,12,21
6242,6450165.002,526957.2797,7.19023037,5.193064213,-40,-40
6243,6450155.021,528163.5633,7.19023037,5.193064213,-54,-44.5
6244,6450155.021,529388.5633,7.19023037,5.193064213,-48,-48
6245,6450155.021,530613.5633,7.19023037,5.193064213,-33,-37
6246,6450155.021,531838.5633,7.19023037,5.193064213,-21,-21
6247,6450155.021,533063.5633,7.123034,15.59973431,-23,-33.5
6248,6450155.021,534288.5633,7.123034,15.59973431,-16,-20.5
6249,6450155.021,535513.5633,7.123034,15.59973431,-49,-49
6250,6450155.021,536738.5633,7.123034,15.59973431,-67,-66
6251,6450155.021,537963.5633,6.710928917,NA,-68,-68
6252,6450155.021,539188.5633,6.710928917,NA,-109,-82
6253,6450823.659,379029.9803,8.439068794,2.049503803,-150,-153
6254,6450793.021,379938.5633,8.439068794,2.049503803,-139,-140.5
6255,6450793.021,381163.5633,8.358744621,1.904157639,-128,-128
6256,6450793.021,382388.5633,8.358744621,1.904157639,-167,-170.5
6257,6450793.021,383613.5633,8.238202095,1.967401624,-183,-183
6258,6450793.021,384838.5633,8.238202095,1.967401624,-190,-190
6259,6450793.021,386063.5633,8.238202095,1.967401624,-206,-209
6260,6450793.021,387288.5633,8.238202095,1.967401624,-200,-199.5
6261,6450793.021,388513.5633,7.885622978,1.948110104,-180,-180
6262,6450793.021,389738.5633,7.885622978,1.948110104,-173,-170
6263,6450793.021,390963.5633,7.885622978,1.948110104,-153,-153
6264,6450793.021,392188.5633,7.885622978,1.948110104,-134,-138
6265,6450793.021,393413.5633,7.247935295,1.887637615,-116,-116
6266,6450793.021,394638.5633,7.247935295,1.887637615,-91,-90.5
6267,6450793.021,395863.5633,7.247935295,1.887637615,-93,-93
6268,6450793.021,397088.5633,7.247935295,1.887637615,-83,-74
6269,6450793.021,398313.5633,6.357688427,1.621457577,-57,-63
6270,6450793.021,399538.5633,6.357688427,1.621457577,-58,-59.5
6271,6450793.021,400763.5633,6.357688427,1.621457577,-65,-64
6272,6450793.021,401988.5633,6.357688427,1.621457577,-29,-24.5
6273,6450793.021,403213.5633,5.97564888,1.396856308,-16,-18
6274,6450793.021,404438.5633,5.97564888,1.396856308,-22,-31
6275,6450793.021,405663.5633,5.97564888,1.396856308,-65,-55.5
6276,6450793.021,406888.5633,5.97564888,1.396856308,-219,-247.5
6277,6450793.021,408113.5633,6.123389244,1.273550749,-276,-271
6278,6450793.021,409338.5633,6.123389244,1.273550749,-273,-233
6279,6450793.021,410563.5633,6.123389244,1.273550749,-136,-136
6280,6450793.021,411788.5633,6.123389244,1.273550749,-239,-199.5
6281,6450793.021,413013.5633,6.189755917,1.259540081,-97,-97
6282,6450793.021,414238.5633,6.189755917,1.259540081,-116,-119
6283,6450793.021,415463.5633,6.189755917,1.259540081,-139,-139
6284,6450791.834,416688.9131,6.189755917,1.259540081,-57,-84
6285,6450793.021,417913.5633,6.480877399,1.215990901,-138,-138
6286,6450793.021,419138.5633,6.480877399,1.215990901,-126,-113.5
6287,6450784.814,420168.0536,6.480877399,1.215990901,2,-62.5
6288,6450719.224,421109.7174,6.480877399,1.215990901,49,73
6289,6451105.749,425817.8343,8.42975235,NA,23,12
6290,6450828.332,426626.9524,6.241669178,NA,3,3
6291,6450793.021,427713.5633,6.241669178,NA,-58,-58
6292,6450793.021,428938.5633,6.241669178,NA,-60,-56
6293,6450833.917,430083.1502,6.43324852,NA,-22,-28.5
6294,6451002.977,430801.0338,6.43324852,NA,20,73.5
6295,6451059.316,439272.3458,8.271523476,NA,11,16.5
6296,6450828.141,440075.6642,8.271523476,NA,-7,-7
6297,6450793.021,441188.5633,8.271523476,NA,-7,-7
6298,6450810.343,442308.9054,8.271523476,NA,1,-2.5
6299,6450916.208,466122.1776,NA,NA,37,28.5
6300,6450840.069,466987.0202,NA,NA,21,17
6301,6450793.021,468138.5633,NA,NA,-28,-27.5
6302,6450793.021,469363.5633,7.62638855,19.60254288,-38,-41
6303,6450793.021,470588.5633,7.62638855,19.60254288,-38,-38.5
6304,6450793.021,471813.5633,7.658495903,7.2952075,-61,-61
6305,6450793.021,473038.5633,7.658495903,7.2952075,-74,-76.5
6306,6450793.021,474263.5633,7.658495903,7.2952075,-95,-95
6307,6450793.021,475488.5633,7.658495903,7.2952075,-101,-94
6308,6450793.021,476713.5633,7.827254772,8.072118759,-125,-125
6309,6450793.021,477938.5633,7.827254772,8.072118759,-138,-164
6310,6450793.021,479163.5633,7.827254772,8.072118759,-227,-227
6311,6450793.021,480388.5633,7.827254772,8.072118759,-235,-234.5
6312,6450793.021,481613.5633,7.764252663,7.903980732,-203,-203
6313,6450793.021,482838.5633,7.764252663,7.903980732,-262,-244
6314,6450793.021,484063.5633,7.764252663,7.903980732,-222,-222
6315,6450793.021,485288.5633,7.764252663,7.903980732,-219,-250
6316,6450793.021,486513.5633,7.682826042,8.17129612,-291,-291
6317,6450793.021,487738.5633,7.682826042,8.17129612,-292,-282
6318,6450793.021,488963.5633,7.682826042,8.17129612,-240,-240
6319,6450793.021,490188.5633,7.682826042,8.17129612,-178,-158.5
6320,6450793.021,491413.5633,7.586722851,6.390881538,-149,-149
6321,6450793.021,492638.5633,7.586722851,6.390881538,-55,-46
6322,6450784.589,493864.0113,7.586722851,6.390881538,1,1
6323,6450759.925,494946.1673,7.586722851,6.390881538,2,8.5
6324,6450786.269,496803.8909,7.536132813,5.53248024,-26,-26
6325,6450793.021,497538.5633,7.536132813,5.53248024,-69,-100.5
6326,6450793.021,498763.5633,7.536132813,5.53248024,-282,-282
6327,6450793.021,499988.5633,7.536132813,5.53248024,-490,-536.5
6328,6450793.021,501213.5633,7.748474598,5.8934865,-568,-568
6329,6450793.021,502438.5633,7.748474598,5.8934865,-599,-620.5
6330,6450793.021,503663.5633,7.748474598,5.8934865,-609,-609
6331,6450793.021,504888.5633,7.748474598,5.8934865,-604,-525.5
6332,6450780.03,505925.1627,7.27717495,1.618092418,-51,-172.5
6333,6450791.376,517664.7499,6.877206802,6.341714382,-43,-40.5
6334,6450793.021,518363.5633,6.877206802,6.341714382,-35,-35
6335,6450793.021,519588.5633,6.877206802,6.341714382,-58,-62.5
6336,6450793.021,520813.5633,6.877206802,6.341714382,-54,-54
6337,6450793.021,522038.5633,6.877206802,6.341714382,-62,-61
6338,6450793.021,523263.5633,6.874336243,5.750893593,-59,-59
6339,6450793.021,524488.5633,6.874336243,5.750893593,-39,-29
6340,6450793.021,525713.5633,6.874336243,5.750893593,12,12
6341,6450793.021,526938.5633,6.874336243,5.750893593,-28,-34
6342,6450793.021,528163.5633,7.19023037,5.193064213,-54,-54
6343,6450793.021,529388.5633,7.19023037,5.193064213,-54,-52.5
6344,6450793.021,530613.5633,7.19023037,5.193064213,-41,-41
6345,6450793.021,531838.5633,7.19023037,5.193064213,-33,-33
6346,6450793.021,533063.5633,7.123034,15.59973431,-44,-44
6347,6450793.021,534288.5633,7.123034,15.59973431,-43,-51
6348,6450793.021,535513.5633,7.123034,15.59973431,-66,-66
6349,6450793.021,536738.5633,7.123034,15.59973431,-78,-64
6350,6450793.021,537963.5633,6.710928917,NA,-15,-32
6351,6450697.762,539042.2274,6.710928917,NA,12,16.5
6352,6451450.458,378866.8675,8.439068794,2.049503803,-158,-157.5
6353,6451431.021,379938.5633,8.439068794,2.049503803,-157,-157.5
6354,6451431.021,381163.5633,8.358744621,1.904157639,-169,-165.5
6355,6451431.021,382388.5633,8.358744621,1.904157639,-147,-160
6356,6451431.021,383613.5633,8.238202095,1.967401624,-184,-184.5
6357,6451431.021,384838.5633,8.238202095,1.967401624,-179,-178.5
6358,6451431.021,386063.5633,8.238202095,1.967401624,-206,-206
6359,6451431.021,387288.5633,8.238202095,1.967401624,-200,-199.5
6360,6451431.021,388513.5633,7.885622978,1.948110104,-180,-180
6361,6451431.021,389738.5633,7.885622978,1.948110104,-173,-170
6362,6451431.021,390963.5633,7.885622978,1.948110104,-153,-153
6363,6451431.021,392188.5633,7.885622978,1.948110104,-134,-138
6364,6451431.021,393413.5633,7.247935295,1.887637615,-116,-116
6365,6451431.021,394638.5633,7.247935295,1.887637615,-91,-91
6366,6451431.021,395863.5633,7.247935295,1.887637615,-116,-104.5
6367,6451431.021,397088.5633,7.247935295,1.887637615,-88,-88
6368,6451431.021,398313.5633,6.357688427,1.621457577,-53,-53
6369,6451431.021,399538.5633,6.357688427,1.621457577,-52,-50
6370,6451431.021,400763.5633,6.357688427,1.621457577,-38,-38
6371,6451431.021,401988.5633,6.357688427,1.621457577,-24,-20.5
6372,6451429.746,403211.7705,5.97564888,1.396856308,-5,-5
6373,6451431.021,404438.5633,5.97564888,1.396856308,-13,-23.5
6374,6451431.021,405663.5633,5.97564888,1.396856308,-52,-47.5
6375,6451431.021,406888.5633,5.97564888,1.396856308,-115,-140.5
6376,6451431.021,408113.5633,6.123389244,1.273550749,-271,-270.5
6377,6451431.021,409338.5633,6.123389244,1.273550749,-264,-244.5
6378,6451431.021,410563.5633,6.123389244,1.273550749,-268,-268
6379,6451431.021,411788.5633,6.123389244,1.273550749,-178,-161
6380,6451431.021,413013.5633,6.189755917,1.259540081,-107,-115.5
6381,6451431.021,414238.5633,6.189755917,1.259540081,-137,-146.5
6382,6451431.021,415463.5633,6.189755917,1.259540081,-163,-166.5
6383,6451431.279,416686.6895,6.189755917,1.259540081,-41,-52.5
6384,6451429.883,417917.3352,6.480877399,1.215990901,11,17
6385,6451366.239,419287.944,6.480877399,1.215990901,2,16
6386,6451437.011,420250.7062,6.480877399,1.215990901,7,-34.5
6387,6451502.83,425569.5183,8.42975235,NA,23,38.5
6388,6451412.964,426437.7573,8.42975235,NA,1,2
6389,6451428.142,427747.3056,6.241669178,NA,-58,-58
6390,6451431.021,428938.5633,6.241669178,NA,-60,-56
6391,6451431.092,430163.1052,6.43324852,NA,-22,-22
6392,6451587.695,430959.256,6.43324852,NA,15,15
6393,6451703.907,438001.4657,NA,NA,35,35
6394,6451506.985,438926.3968,8.271523476,NA,16,16
6395,6451414.881,439953.8734,8.271523476,NA,-7,0.5
6396,6451431.021,441188.5633,8.271523476,NA,-18,-18
6397,6451431.689,442343.6263,8.271523476,NA,-6,-6
6398,6451735.21,465037.3216,NA,NA,37,28.5
6399,6451576.812,465711.9584,NA,NA,20,25.5
6400,6451454.035,466984.6149,NA,NA,-46,-42
6401,6451431.021,468138.5633,NA,NA,-36,-40.5
6402,6451431.021,469363.5633,7.62638855,19.60254288,-60,-58
6403,6451431.021,470588.5633,7.62638855,19.60254288,-58,-62
6404,6451431.021,471813.5633,7.658495903,7.2952075,-80,-78.5
6405,6451431.021,473038.5633,7.658495903,7.2952075,-84,-93
6406,6451431.021,474263.5633,7.658495903,7.2952075,-90,-99.5
6407,6451431.021,475488.5633,7.658495903,7.2952075,-87,-94
6408,6451431.021,476713.5633,7.827254772,8.072118759,-157,-140
6409,6451431.021,477938.5633,7.827254772,8.072118759,-173,-171.5
6410,6451431.021,479163.5633,7.827254772,8.072118759,-248,-231.5
6411,6451431.021,480388.5633,7.827254772,8.072118759,-266,-264.5
6412,6451431.021,481613.5633,7.764252663,7.903980732,-256,-257.5
6413,6451431.021,482838.5633,7.764252663,7.903980732,-226,-195
6414,6451431.021,484063.5633,7.764252663,7.903980732,-194,-195
6415,6451431.021,485288.5633,7.764252663,7.903980732,-198,-229.5
6416,6451431.021,486513.5633,7.682826042,8.17129612,-279,-273
6417,6451431.021,487738.5633,7.682826042,8.17129612,-255,-241.5
6418,6451431.021,488963.5633,7.682826042,8.17129612,-190,-187.5
6419,6451430.697,490187.9598,7.682826042,8.17129612,-83,-67
6420,6451421.105,491424.6495,7.586722851,6.390881538,-21,-45
6421,6451407.416,492556.2677,7.586722851,6.390881538,1,8
6422,6451452.602,493972.8417,7.586722851,6.390881538,3,11
6423,6451436.753,495050.7355,7.586722851,6.390881538,26,21
6424,6451491.165,496521.0357,7.536132813,5.53248024,-38,-76.5
6425,6451431.021,497538.5633,7.536132813,5.53248024,-179,-201
6426,6451431.021,498763.5633,7.536132813,5.53248024,-229,-208.5
6427,6451431.021,499988.5633,7.536132813,5.53248024,-441,-527.5
6428,6451431.021,501213.5633,7.748474598,5.8934865,-621,-658
6429,6451431.021,502438.5633,7.748474598,5.8934865,-690,-641.5
6430,6451431.021,503663.5633,7.748474598,5.8934865,-581,-600.6666667
6431,6451431.021,504888.5633,7.748474598,5.8934865,-512,-374
6432,6451413.83,505822.7288,7.27717495,1.618092418,41,79
6433,6451429.323,517667.4208,6.877206802,6.341714382,-70,-66.5
6434,6451431.021,518363.5633,6.877206802,6.341714382,-72,-71
6435,6451431.021,519588.5633,6.877206802,6.341714382,-66,-67
6436,6451431.021,520813.5633,6.877206802,6.341714382,-25,-39.66666667
6437,6451431.021,522038.5633,6.877206802,6.341714382,-59,-61
6438,6451431.021,523263.5633,6.874336243,5.750893593,-58,-57.66666667
6439,6451431.021,524488.5633,6.874336243,5.750893593,-54,-49.5
6440,6451431.021,525713.5633,6.874336243,5.750893593,-45,-44.33333333
6441,6451431.021,526938.5633,7.19023037,5.193064213,-51,-49.5
6442,6451431.021,528163.5633,7.19023037,5.193064213,-64,-64
6443,6451431.021,529388.5633,7.19023037,5.193064213,-59,-64
6444,6451431.021,530613.5633,7.19023037,5.193064213,-60,-60
6445,6451431.021,531838.5633,7.123034,15.59973431,-68,-61
6446,6451431.021,533063.5633,7.123034,15.59973431,-75,-75
6447,6451431.021,534288.5633,7.123034,15.59973431,-100,-86.5
6448,6451431.021,535513.5633,7.123034,15.59973431,-59,-59
6449,6451431.021,536738.5633,6.710928917,NA,2,-42.5
6450,6451381.963,537773.6405,6.710928917,NA,88,61
6451,6451118.421,538590.3272,6.710928917,NA,3,3
6452,6452271.87,378040.6106,8.439068794,2.049503803,-148,-144.5
6453,6452075.41,378729.7096,8.439068794,2.049503803,-157,-157
6454,6452069.021,379938.5633,8.439068794,2.049503803,-163,-164.5
6455,6452069.021,381163.5633,8.358744621,1.904157639,-178,-178
6456,6452069.021,382388.5633,8.358744621,1.904157639,-173,-173
6457,6452069.021,383613.5633,8.238202095,1.967401624,-160,-164.5
6458,6452069.021,384838.5633,8.238202095,1.967401624,-167,-171
6459,6452069.021,386063.5633,8.238202095,1.967401624,-187,-183
6460,6452069.021,387288.5633,8.238202095,1.967401624,-193,-193
6461,6452069.021,388513.5633,7.885622978,1.948110104,-170,-178.5
6462,6452069.021,389738.5633,7.885622978,1.948110104,-165,-161.5
6463,6452069.021,390963.5633,7.885622978,1.948110104,-144,-148.5
