"","grid_ID","adjusted_count_sum","count_sum","Y_centroid_UTM_lat","X_centroid_UTM_lon","sst_clim","chlor_clim","bath","bath_buff_500"
"5278",5278,0,0,6443137.021,485288.5633,7.892960072,7.031527996,-49,-53
"5279",5279,0,0,6443137.021,486513.5633,7.892960072,7.031527996,-69,-83
"5280",5280,0,0,6443137.021,487738.5633,7.892960072,7.031527996,-73,-81.5
"5281",5281,0,0,6443137.021,488963.5633,7.892960072,7.031527996,-167,-186.3333333
"5282",5282,0,0,6443137.021,490188.5633,7.957892895,6.490073681,-397,-377.5
"5283",5283,0,0,6443137.021,491413.5633,7.957892895,6.490073681,-421,-420.6666667
"5284",5284,0,0,6443137.021,492638.5633,7.957892895,6.490073681,-429,-431.5
"5285",5285,0,0,6443137.021,493863.5633,7.957892895,6.490073681,-443,-432.3333333
"5286",5286,0,0,6443137.021,495088.5633,7.957892895,6.490073681,-425,-411
"5287",5287,0,0,6443137.021,496313.5633,7.870616436,5.649625778,-142,-186.3333333
"5288",5288,0,0,6443137.021,497538.5633,7.870616436,5.649625778,-175,-184
"5289",5289,0,0,6443137.021,498763.5633,7.870616436,5.649625778,-134,-162.5
"5290",5290,0,0,6443137.021,499988.5633,7.870616436,5.649625778,-97,-126
"5291",5291,0,0,6443137.021,501213.5633,7.592625618,6.754842281,-404,-329.5
"5292",5292,0,0,6443137.021,502438.5633,7.592625618,6.754842281,-594,-605.5
"5293",5293,0,0,6443137.021,503663.5633,7.592625618,6.754842281,-601,-600
"5294",5294,0,0,6443137.021,504888.5633,7.592625618,6.754842281,-614,-618
"5295",5295,0,0,6443137.021,506113.5633,7.387400627,8.827475548,-536,-581
"5296",5296,0,0,6443137.021,507338.5633,7.387400627,8.827475548,-479,-466
"5297",5297,0,0,6443137.021,508563.5633,7.387400627,8.827475548,-413,-427.5
"5298",5298,0,0,6443137.021,509788.5633,7.387400627,8.827475548,-338,-337
"5299",5299,0,0,6443131.031,510936.5523,7.863314629,NA,87,-42.5
"5300",5300,0,0,6443445.829,514075.3149,7.863314629,NA,-82,-82
"5301",5301,0,0,6443137.842,514534.4471,7.863314629,NA,35,130.5
"5302",5302,0,0,6443804.513,382694.0825,8.517187119,2.209556103,-165,-172
"5303",5303,0,0,6443775.021,383613.5633,8.517187119,2.209556103,-151,-150.5
"5304",5304,0,0,6443775.021,384838.5633,8.293921471,2.199594498,-187,-173.5
"5305",5305,0,0,6443775.021,386063.5633,8.293921471,2.199594498,-256,-252.5
"5306",5306,0,0,6443775.021,387288.5633,7.91668272,2.110742807,-255,-251.5
"5307",5307,0,0,6443775.021,388513.5633,7.91668272,2.110742807,-255,-254.5
"5308",5308,0,0,6443775.021,389738.5633,7.91668272,2.110742807,-243,-246
"5309",5309,0,0,6443775.021,390963.5633,7.91668272,2.110742807,-227,-220.5
"5310",5310,0,0,6443775.021,392188.5633,7.293007851,2.061526775,-178,-188
"5311",5311,0,0,6443775.021,393413.5633,7.293007851,2.061526775,-140,-139.5
"5312",5312,0,0,6443775.021,394638.5633,7.293007851,2.061526775,-129,-134
"5313",5313,0,0,6443775.021,395863.5633,7.293007851,2.061526775,-117,-118
"5314",5314,0,0,6443775.021,397088.5633,6.874943733,1.720578432,-99,-109
"5315",5315,0,0,6443775.021,398313.5633,6.874943733,1.720578432,-73,-74
"5316",5316,0,0,6443775.021,399538.5633,6.874943733,1.720578432,-82,-82
"5317",5317,0,0,6443775.021,400763.5633,6.874943733,1.720578432,-91,-91
"5318",5318,0,0,6443775.021,401988.5633,6.882942677,1.756987691,-106,-106
"5319",5319,0,0,6443775.021,403213.5633,6.882942677,1.756987691,-111,-111
"5320",5320,0,0,6443775.021,404438.5633,6.882942677,1.756987691,-197,-171.5
"5321",5321,0,0,6443775.021,405663.5633,6.310187817,1.514210582,-217,-217
"5322",5322,0,0,6443775.021,406888.5633,6.367949486,1.418955445,-302,-302
"5323",5323,0,0,6443775.021,408113.5633,6.367949486,1.418955445,-336,-336
"5324",5324,0,0,6443775.021,409338.5633,6.367949486,1.418955445,-302,-302
"5325",5325,0,0,6443775.021,410563.5633,6.367949486,1.418955445,-326,-313.5
"5326",5326,0,0,6443775.021,411788.5633,6.562195301,1.435306787,-340,-337.5
"5327",5327,0,0,6443775.021,413013.5633,6.562195301,1.435306787,-314,-295.5
"5328",5328,0,0,6443775.021,414238.5633,6.562195301,1.435306787,-131,-169
"5329",5329,0,0,6443801.557,415449.9309,6.562195301,1.435306787,2,2.5
"5330",5330,0,0,6443966.334,416187.0994,6.562195301,1.435306787,38,20.5
"5331",5331,0,0,6443812.563,421919.0915,7.814163685,NA,15,-35.5
"5332",5332,0,0,6443774.51,422812.3592,7.814163685,NA,-32,-12.5
"5333",5333,0,0,6443663.453,423588.9106,7.814163685,NA,61,34
"5334",5334,0,0,6443803.569,429439.1873,NA,NA,1,65
"5335",5335,0,0,6443783.025,430145.0425,NA,NA,-52,-20.5
"5336",5336,0,0,6443984.522,430845.4736,NA,NA,40,25.5
"5337",5337,0,0,6443790.158,469651.7407,7.529071331,NA,-50,-11.5
"5338",5338,0,0,6443775.021,470588.5633,7.529071331,NA,-46,-54
"5339",5339,0,0,6443775.021,471813.5633,7.529071331,NA,-123,-123
"5340",5340,0,0,6443845.06,472990.1665,7.529071331,NA,-55,-27
"5341",5341,0,0,6443900.081,474170.3596,7.541760445,9.077662468,4,2.5
"5342",5342,0,0,6444047.546,474930.3425,7.541760445,9.077662468,20,48.5
"5343",5343,0,0,6443966.458,477240.617,7.764529228,6.706484318,22,4
"5344",5344,0,0,6443812.193,478081.92,7.764529228,6.706484318,-14,-14
"5345",5345,0,0,6443775.021,479163.5633,7.764529228,6.706484318,-50,-50
"5346",5346,0,0,6443775.021,480388.5633,7.786541462,6.896615982,-85,-75.5
"5347",5347,0,0,6443775.021,481613.5633,7.786541462,6.896615982,-93,-93
"5348",5348,0,0,6443775.021,482838.5633,7.786541462,6.896615982,-111,-109.5
"5349",5349,0,0,6443775.021,484063.5633,7.786541462,6.896615982,-83,-83
"5350",5350,0,0,6443775.021,485288.5633,7.892960072,7.031527996,-130,-133.5
"5351",5351,29.0532044446306,2,6443775.021,486513.5633,7.892960072,7.031527996,-107,-107
"5352",5352,0,0,6443775.021,487738.5633,7.892960072,7.031527996,-175,-163
"5353",5353,0,0,6443775.021,488963.5633,7.892960072,7.031527996,-265,-265
"5354",5354,0,0,6443775.021,490188.5633,7.957892895,6.490073681,-418,-411
"5355",5355,0,0,6443775.021,491413.5633,7.957892895,6.490073681,-432,-432
"5356",5356,0,0,6443775.021,492638.5633,7.957892895,6.490073681,-437,-437
"5357",5357,0,0,6443775.021,493863.5633,7.957892895,6.490073681,-405,-405
"5358",5358,0,0,6443775.021,495088.5633,7.957892895,6.490073681,-337,-324
"5359",5359,0,0,6443775.021,496313.5633,7.870616436,5.649625778,-91,-91
"5360",5360,0,0,6443775.021,497538.5633,7.870616436,5.649625778,-139,-132
"5361",5361,0,0,6443775.021,498763.5633,7.870616436,5.649625778,-153,-153
"5362",5362,0,0,6443775.021,499988.5633,7.870616436,5.649625778,-131,-147
"5363",5363,0,0,6443775.021,501213.5633,7.592625618,6.754842281,-467,-467
"5364",5364,0,0,6443775.021,502438.5633,7.592625618,6.754842281,-581,-576.5
"5365",5365,0,0,6443775.021,503663.5633,7.592625618,6.754842281,-591,-591
"5366",5366,0,0,6443775.021,504888.5633,7.592625618,6.754842281,-615,-626
"5367",5367,0,0,6443775.021,506113.5633,7.387400627,8.827475548,-408,-408
"5368",5368,0,0,6443775.021,507338.5633,7.387400627,8.827475548,-476,-461.5
"5369",5369,0,0,6443775.021,508563.5633,7.387400627,8.827475548,-365,-365
"5370",5370,0,0,6443775.021,509788.5633,7.387400627,8.827475548,-297,-252.5
"5371",5371,0,0,6443768.267,510876.3447,7.863314629,NA,198,108
"5372",5372,0,0,6443872.053,514059.668,7.863314629,NA,-69,-8.5
"5373",5373,0,0,6443772.181,514506.2211,7.863314629,NA,52,52
"5374",5374,0,0,6444431.991,382530.7931,8.380756378,2.018306494,-198,-198
"5375",5375,0,0,6444413.021,383613.5633,8.380756378,2.018306494,-168,-161.5
"5376",5376,0,0,6444413.021,384838.5633,8.315547943,2.183115244,-164,-164
"5377",5377,0,0,6444413.021,386063.5633,8.315547943,2.183115244,-205,-206.5
"5378",5378,0,0,6444413.021,387288.5633,7.969643116,2.114209175,-230,-230
"5379",5379,0,0,6444413.021,388513.5633,7.969643116,2.114209175,-237,-236.5
"5380",5380,0,0,6444413.021,389738.5633,7.969643116,2.114209175,-225,-228.5
"5381",5381,0,0,6444413.021,390963.5633,7.969643116,2.114209175,-209,-203
"5382",5382,0,0,6444413.021,392188.5633,7.4288311,2.128996134,-168,-175.5
"5383",5383,0,0,6444413.021,393413.5633,7.4288311,2.128996134,-144,-142
"5384",5384,0,0,6444413.021,394638.5633,7.4288311,2.128996134,-132,-135
"5385",5385,0,0,6444413.021,395863.5633,7.4288311,2.128996134,-122,-119.5
"5386",5386,0,0,6444413.021,397088.5633,6.625252724,1.726998568,-82,-96.5
"5387",5387,0,0,6444413.021,398313.5633,6.625252724,1.726998568,-82,-87.5
"5388",5388,0,0,6444413.021,399538.5633,6.625252724,1.726998568,-71,-77.5
"5389",5389,0,0,6444413.021,400763.5633,6.625252724,1.726998568,-84,-85.5
"5390",5390,0,0,6444413.021,401988.5633,6.310187817,1.514210582,-122,-110
"5391",5391,0,0,6444413.021,403213.5633,6.310187817,1.514210582,-103,-107
"5392",5392,0,0,6444413.021,404438.5633,6.310187817,1.514210582,-146,-135
"5393",5393,0,0,6444413.021,405663.5633,6.310187817,1.514210582,-217,-244.5
"5394",5394,0,0,6444413.021,406888.5633,6.367949486,1.418955445,-302,-311.5
"5395",5395,0,0,6444413.021,408113.5633,6.367949486,1.418955445,-336,-340
"5396",5396,0,0,6444413.021,409338.5633,6.367949486,1.418955445,-302,-310
"5397",5397,0,0,6444413.021,410563.5633,6.367949486,1.418955445,-326,-313.5
"5398",5398,0,0,6444413.021,411788.5633,6.562195301,1.435306787,-340,-340
"5399",5399,0,0,6444413.021,413013.5633,6.562195301,1.435306787,-314,-314
"5400",5400,0,0,6444413.021,414238.5633,6.562195301,1.435306787,-131,-131
"5401",5401,0,0,6444413.021,415463.5633,6.562195301,1.435306787,2,2
"5402",5402,0,0,6444479.503,416444.2143,6.562195301,1.435306787,-42,-42
"5403",5403,0,0,6444675.673,417566.3489,6.908596992,1.563944578,16,13.5
"5404",5404,0,0,6444426.988,421754.4424,7.814163685,NA,-134,-134
"5405",5405,0,0,6444412.718,422731.2361,7.814163685,NA,-56,-56
"5406",5406,0,0,6444387.893,429426.8702,NA,NA,-56,35
"5407",5407,0,0,6444413.021,430163.5633,NA,NA,-83,-74.5
"5408",5408,0,0,6444460.679,430977.9971,NA,NA,15,-25.5
"5409",5409,0,0,6444413.157,469632.6153,7.529071331,NA,-50,-11.5
"5410",5410,0,0,6444413.021,470588.5633,7.529071331,NA,-46,-54
"5411",5411,0,0,6444413.021,471813.5633,7.529071331,NA,-123,-123
"5412",5412,0,0,6444413.021,473038.5633,7.541760445,9.077662468,1,-27
"5413",5413,0,0,6444413.021,474263.5633,7.541760445,9.077662468,4,4
"5414",5414,0,0,6444468.853,475062.1022,7.541760445,9.077662468,77,48.5
"5415",5415,0,0,6444480.668,477028.2257,7.764529228,6.706484318,22,22
"5416",5416,0,0,6444413.035,477938.5903,7.764529228,6.706484318,-14,-14
"5417",5417,0,0,6444413.021,479163.5633,7.764529228,6.706484318,-50,-50
"5418",5418,0,0,6444413.021,480388.5633,7.786541462,6.896615982,-85,-75.5
"5419",5419,0,0,6444413.021,481613.5633,7.786541462,6.896615982,-93,-93
"5420",5420,0,0,6444413.021,482838.5633,7.786541462,6.896615982,-111,-109.5
"5421",5421,0,0,6444413.021,484063.5633,7.786541462,6.896615982,-83,-83
"5422",5422,0,0,6444413.021,485288.5633,7.892960072,7.031527996,-130,-133.5
"5423",5423,0,0,6444413.021,486513.5633,7.892960072,7.031527996,-107,-107
"5424",5424,1.00716691375906,1,6444413.021,487738.5633,7.892960072,7.031527996,-175,-163
"5425",5425,6.46599898068941,1,6444413.021,488963.5633,7.892960072,7.031527996,-265,-265
"5426",5426,0,0,6444413.021,490188.5633,7.957892895,6.490073681,-418,-411
"5427",5427,0,0,6444413.021,491413.5633,7.957892895,6.490073681,-432,-432
"5428",5428,0,0,6444413.021,492638.5633,7.957892895,6.490073681,-437,-437
"5429",5429,0,0,6444413.021,493863.5633,7.957892895,6.490073681,-405,-405
"5430",5430,0,0,6444413.021,495088.5633,7.957892895,6.490073681,-337,-324
"5431",5431,0,0,6444413.021,496313.5633,7.870616436,5.649625778,-91,-91
"5432",5432,0,0,6444413.021,497538.5633,7.870616436,5.649625778,-139,-132
"5433",5433,0,0,6444413.021,498763.5633,7.870616436,5.649625778,-153,-153
"5434",5434,0,0,6444413.021,499988.5633,7.870616436,5.649625778,-131,-147
"5435",5435,0,0,6444413.021,501213.5633,7.592625618,6.754842281,-467,-467
"5436",5436,0,0,6444413.021,502438.5633,7.592625618,6.754842281,-581,-576.5
"5437",5437,0,0,6444413.021,503663.5633,7.592625618,6.754842281,-591,-591
"5438",5438,0,0,6444413.021,504888.5633,7.592625618,6.754842281,-615,-626
"5439",5439,0,0,6444413.021,506113.5633,7.387400627,8.827475548,-408,-408
"5440",5440,0,0,6444413.021,507338.5633,7.387400627,8.827475548,-476,-461.5
"5441",5441,0,0,6444413.021,508563.5633,7.387400627,8.827475548,-365,-365
"5442",5442,0,0,6444413.021,509788.5633,7.387400627,8.827475548,-297,-252.5
"5443",5443,0,0,6444395.317,510794.1607,7.863314629,NA,198,108
"5444",5444,0,0,6444435.084,514041.033,7.863314629,NA,-69,-69
"5445",5445,0,0,6444403.295,514454.1722,7.863314629,NA,52,52
"5446",5446,0,0,6444667.763,539713.4098,6.798315048,14.89608002,35,35
"5447",5447,0,0,6445239.528,381708.1465,8.380756378,2.018306494,-220,-215
"5448",5448,0,0,6445055.913,382400.3301,8.380756378,2.018306494,-198,-204
"5449",5449,0,0,6445051.021,383613.5633,8.380756378,2.018306494,-168,-161.5
"5450",5450,0,0,6445051.021,384838.5633,8.315547943,2.183115244,-164,-157.5
"5451",5451,0,0,6445051.021,386063.5633,8.315547943,2.183115244,-205,-206.5
"5452",5452,0,0,6445051.021,387288.5633,7.969643116,2.114209175,-230,-230
"5453",5453,0,0,6445051.021,388513.5633,7.969643116,2.114209175,-237,-237
"5454",5454,0,0,6445051.021,389738.5633,7.969643116,2.114209175,-225,-225
"5455",5455,0,0,6445051.021,390963.5633,7.969643116,2.114209175,-209,-201.5
"5456",5456,0,0,6445051.021,392188.5633,7.4288311,2.128996134,-160,-160
"5457",5457,0,0,6445051.021,393413.5633,7.4288311,2.128996134,-143,-143
"5458",5458,0,0,6445051.021,394638.5633,7.4288311,2.128996134,-137,-137
"5459",5459,0,0,6445051.021,395863.5633,7.4288311,2.128996134,-130,-125
"5460",5460,0,0,6445051.021,397088.5633,6.625252724,1.726998568,-88,-96.5
"5461",5461,0,0,6445051.021,398313.5633,6.625252724,1.726998568,-98,-100.5
"5462",5462,0,0,6445051.021,399538.5633,6.625252724,1.726998568,-73,-79.5
"5463",5463,0,0,6445051.021,400763.5633,6.625252724,1.726998568,-77,-79
"5464",5464,0,0,6445051.021,401988.5633,6.310187817,1.514210582,-89,-87.5
"5465",5465,0,0,6445051.021,403213.5633,6.310187817,1.514210582,-90,-95.5
"5466",5466,0,0,6445051.021,404438.5633,6.310187817,1.514210582,-107,-107.5
"5467",5467,0,0,6445051.021,405663.5633,6.310187817,1.514210582,-197,-236
"5468",5468,0,0,6445051.021,406888.5633,6.367949486,1.418955445,-300,-282.5
"5469",5469,0,0,6445051.021,408113.5633,6.367949486,1.418955445,-324,-315.5
"5470",5470,0,0,6445051.021,409338.5633,6.367949486,1.418955445,-313,-315.5
"5471",5471,0,0,6445051.021,410563.5633,6.367949486,1.418955445,-304,-316
"5472",5472,0,0,6445051.021,411788.5633,6.562195301,1.435306787,-286,-298.5
"5473",5473,0,0,6445051.021,413013.5633,6.562195301,1.435306787,-333,-325.5
"5474",5474,0,0,6445051.021,414238.5633,6.562195301,1.435306787,-239,-263
"5475",5475,0,0,6445051.021,415463.5633,6.562195301,1.435306787,-99,-70
"5476",5476,0,0,6445052.192,416690.5006,6.908596992,1.563944578,5,-18.5
"5477",5477,0,0,6445098.888,417815.6559,6.908596992,1.563944578,16,16
"5478",5478,0,0,6445230.954,418687.883,6.908596992,1.563944578,154,154
"5479",5479,0,0,6445228.089,420810.6587,6.908596992,1.563944578,107,107
"5480",5480,0,0,6445058.812,421605.8342,7.814163685,NA,-134,-57
"5481",5481,0,0,6445047.613,422743.4705,7.814163685,NA,-56,-56
"5482",5482,0,0,6445233.478,423933.2053,7.814163685,NA,13,13
"5483",5483,0,0,6445336.046,424823.4417,7.814163685,NA,30,29
"5484",5484,0,0,6445100.71,429409.1853,NA,NA,-56,-56
"5485",5485,0,0,6445051.021,430163.5633,NA,NA,-83,-83
"5486",5486,0,0,6444994.209,430930.2793,NA,NA,15,15
"5487",5487,0,0,6445058.146,469568.3775,7.529071331,NA,7,-3
"5488",5488,0,0,6445051.021,470588.5633,7.529071331,NA,1,-16
"5489",5489,0,0,6445051.021,471813.5633,7.529071331,NA,-99,-82
"5490",5490,0,0,6445051.021,473038.5633,7.541760445,9.077662468,-68,-73
"5491",5491,0,0,6445051.021,474263.5633,7.541760445,9.077662468,-67,-64
"5492",5492,0,0,6445061.842,475475.1524,7.764529228,6.706484318,21,12.5
"5493",5493,0,0,6445056.315,476722.984,7.764529228,6.706484318,2,-25.5
"5494",5494,0,0,6445051.021,477938.5633,7.764529228,6.706484318,-73,-70.5
"5495",5495,0,0,6445051.021,479163.5633,7.764529228,6.706484318,-90,-90.5
"5496",5496,0,0,6445051.021,480388.5633,7.786541462,6.896615982,-123,-113
"5497",5497,0,0,6445051.021,481613.5633,7.786541462,6.896615982,-161,-150.5
"5498",5498,0,0,6445051.021,482838.5633,7.786541462,6.896615982,-171,-162
"5499",5499,0,0,6445051.021,484063.5633,7.786541462,6.896615982,-169,-174
"5500",5500,0,0,6445051.021,485288.5633,7.892960072,7.031527996,-200,-190.5
"5501",5501,0,0,6445051.021,486513.5633,7.892960072,7.031527996,-149,-199.5
"5502",5502,6.96087435005942,2,6445051.021,487738.5633,7.892960072,7.031527996,-243,-243.5
"5503",5503,0,0,6445051.021,488963.5633,7.892960072,7.031527996,-394,-373.3333333
"5504",5504,0,0,6445051.021,490188.5633,7.892960072,7.031527996,-431,-434
"5505",5505,0,0,6445051.021,491413.5633,7.957892895,6.490073681,-425,-427.5
"5506",5506,0,0,6445051.021,492638.5633,7.957892895,6.490073681,-410,-393
"5507",5507,0,0,6445051.021,493863.5633,7.957892895,6.490073681,-358,-349.5
"5508",5508,0,0,6445051.021,495088.5633,7.957892895,6.490073681,-171,-187.5
"5509",5509,0,0,6445051.021,496313.5633,7.870616436,5.649625778,-225,-204
"5510",5510,0,0,6445051.021,497538.5633,7.870616436,5.649625778,-178,-157
"5511",5511,0,0,6445051.021,498763.5633,7.870616436,5.649625778,-219,-185.5
"5512",5512,0,0,6445051.021,499988.5633,7.870616436,5.649625778,-236,-227
"5513",5513,0,0,6445051.021,501213.5633,7.592625618,6.754842281,-558,-456.5
"5514",5514,0,0,6445051.021,502438.5633,7.592625618,6.754842281,-552,-554
"5515",5515,0,0,6445051.021,503663.5633,7.592625618,6.754842281,-604,-589.5
"5516",5516,0,0,6445051.021,504888.5633,7.592625618,6.754842281,-642,-629
"5517",5517,0,0,6445051.021,506113.5633,7.387400627,8.827475548,-450,-456.5
"5518",5518,0,0,6445051.021,507338.5633,7.387400627,8.827475548,-463,-420
"5519",5519,0,0,6445051.021,508563.5633,7.387400627,8.827475548,-292,-320.5
"5520",5520,0,0,6445051.021,509788.5633,7.387400627,8.827475548,-186,-90
"5521",5521,0,0,6445022.163,510660.7152,7.863314629,NA,141,228.5
"5522",5522,0,0,6445002.004,514050.5121,7.863314629,NA,13,47
"5523",5523,0,0,6445039.118,514385.4307,7.863314629,NA,81,47
"5524",5524,0,0,6445351.562,537326.2031,6.798315048,14.89608002,24,30.5
"5525",5525,0,0,6445254.062,538011.6951,6.798315048,14.89608002,40,40
"5526",5526,0,0,6445106.13,539276.0043,6.798315048,14.89608002,2,4.5
"5527",5527,0,0,6445736.764,381578.7501,8.380756378,2.018306494,-212,-217.5
"5528",5528,0,0,6445689.021,382388.5633,8.380756378,2.018306494,-219,-221
"5529",5529,0,0,6445689.021,383613.5633,8.380756378,2.018306494,-188,-179.5
"5530",5530,0,0,6445689.021,384838.5633,8.315547943,2.183115244,-151,-155
"5531",5531,0,0,6445689.021,386063.5633,8.315547943,2.183115244,-162,-164.5
"5532",5532,0,0,6445689.021,387288.5633,7.969643116,2.114209175,-204,-197
"5533",5533,0,0,6445689.021,388513.5633,7.969643116,2.114209175,-218,-219.5
"5534",5534,0,0,6445689.021,389738.5633,7.969643116,2.114209175,-210,-212.5
"5535",5535,0,0,6445689.021,390963.5633,7.969643116,2.114209175,-194,-189
"5536",5536,0,0,6445689.021,392188.5633,7.4288311,2.128996134,-160,-165.5
"5537",5537,0,0,6445689.021,393413.5633,7.4288311,2.128996134,-143,-142
"5538",5538,0,0,6445689.021,394638.5633,7.4288311,2.128996134,-137,-139.5
"5539",5539,0,0,6445689.021,395863.5633,7.4288311,2.128996134,-130,-125
"5540",5540,0,0,6445689.021,397088.5633,6.625252724,1.726998568,-88,-96.5
"5541",5541,0,0,6445689.021,398313.5633,6.625252724,1.726998568,-98,-98
"5542",5542,0,0,6445689.021,399538.5633,6.625252724,1.726998568,-73,-73
"5543",5543,0,0,6445689.021,400763.5633,6.625252724,1.726998568,-77,-77
"5544",5544,0,0,6445689.021,401988.5633,6.310187817,1.514210582,-89,-89
"5545",5545,0,0,6445689.021,403213.5633,6.310187817,1.514210582,-78,-78
"5546",5546,0,0,6445689.021,404438.5633,6.310187817,1.514210582,-123,-123
"5547",5547,0,0,6445689.021,405663.5633,6.310187817,1.514210582,-221,-221
"5548",5548,0,0,6445689.021,406888.5633,6.367949486,1.418955445,-318,-321
"5549",5549,0,0,6445689.021,408113.5633,6.367949486,1.418955445,-296,-296
"5550",5550,0,0,6445689.021,409338.5633,6.367949486,1.418955445,-153,-207.5
"5551",5551,0,0,6445689.021,410563.5633,6.367949486,1.418955445,-222,-247.5
"5552",5552,0,0,6445689.021,411788.5633,6.562195301,1.435306787,-182,-261
"5553",5553,0,0,6445689.021,413013.5633,6.562195301,1.435306787,-210,-258
"5554",5554,0,0,6445689.021,414238.5633,6.562195301,1.435306787,-309,-319.5
"5555",5555,0,0,6445689.021,415463.5633,6.562195301,1.435306787,-186,-130
"5556",5556,0,0,6445689.021,416688.5633,6.908596992,1.563944578,-88,-94.5
"5557",5557,0,0,6445689.021,417913.5633,6.908596992,1.563944578,-61,-66
"5558",5558,0,0,6445722.537,418787.5747,6.908596992,1.563944578,12,-29.5
"5559",5559,0,0,6445720.383,420457.5087,6.908596992,1.563944578,12,-64.5
"5560",5560,0,0,6445689.021,421588.5633,7.814163685,NA,-170,-168.5
"5561",5561,0,0,6445689.886,422811.8917,7.814163685,NA,-97,-46
"5562",5562,0,0,6445726.163,423899.8163,7.814163685,NA,13,21
"5563",5563,0,0,6445694.777,425011.6561,7.814163685,NA,28,29
"5564",5564,0,0,6445737.658,429270.2432,NA,NA,24,-22.5
"5565",5565,0,0,6445675.222,430119.5182,NA,NA,-70,-26
"5566",5566,0,0,6445434.55,430806.6397,NA,NA,18,87
"5567",5567,0,0,6445692.396,469528.1199,7.529071331,NA,20,16.5
"5568",5568,0,0,6445700.203,470544.694,7.529071331,NA,-12,-2.5
"5569",5569,0,0,6445689.021,471813.5633,7.529071331,NA,-64,-64
"5570",5570,0,0,6445689.021,473038.5633,7.541760445,9.077662468,-76,-80.5
"5571",5571,0,0,6445689.021,474263.5633,7.541760445,9.077662468,-82,-82
"5572",5572,0,0,6445689.021,475488.5633,7.764529228,6.706484318,-85,-83.5
"5573",5573,0,0,6445689.021,476713.5633,7.764529228,6.706484318,-80,-80
"5574",5574,0,0,6445689.021,477938.5633,7.764529228,6.706484318,-109,-106.5
"5575",5575,0,0,6445689.021,479163.5633,7.764529228,6.706484318,-122,-122
"5576",5576,0,0,6445689.021,480388.5633,7.786541462,6.896615982,-172,-155.5
"5577",5577,0,0,6445689.021,481613.5633,7.786541462,6.896615982,-184,-184
"5578",5578,0,0,6445689.021,482838.5633,7.786541462,6.896615982,-209,-197
"5579",5579,0,0,6445689.021,484063.5633,7.786541462,6.896615982,-212,-212
"5580",5580,0,0,6445689.021,485288.5633,7.892960072,7.031527996,-162,-169.5
"5581",5581,0,0,6445689.021,486513.5633,7.892960072,7.031527996,-109,-109
"5582",5582,0,0,6445689.021,487738.5633,7.892960072,7.031527996,-301,-251
"5583",5583,0,0,6445689.021,488963.5633,7.892960072,7.031527996,-430,-430
"5584",5584,0,0,6445689.021,490188.5633,7.892960072,7.031527996,-405,-391.5
"5585",5585,10.0020482373574,2,6445689.021,491413.5633,7.957892895,6.490073681,-381,-381
"5586",5586,0,0,6445689.021,492638.5633,7.957892895,6.490073681,-312,-293.5
"5587",5587,0,0,6445689.021,493863.5633,7.957892895,6.490073681,-254,-254
"5588",5588,0,0,6445689.021,495088.5633,7.957892895,6.490073681,-104,-94
"5589",5589,0,0,6445689.021,496313.5633,7.870616436,5.649625778,-144,-144
"5590",5590,0,0,6445689.021,497538.5633,7.870616436,5.649625778,-171,-156.5
"5591",5591,0,0,6445689.021,498763.5633,7.870616436,5.649625778,-239,-239
"5592",5592,0,0,6445689.021,499988.5633,7.870616436,5.649625778,-263,-290
"5593",5593,0,0,6445689.021,501213.5633,7.592625618,6.754842281,-564,-564
"5594",5594,0,0,6445689.021,502438.5633,7.592625618,6.754842281,-537,-544
"5595",5595,0,0,6445689.021,503663.5633,7.592625618,6.754842281,-625,-625
"5596",5596,0,0,6445689.021,504888.5633,7.592625618,6.754842281,-659,-569.5
"5597",5597,0,0,6445689.021,506113.5633,7.387400627,8.827475548,-504,-504
"5598",5598,0,0,6445689.021,507338.5633,7.387400627,8.827475548,-440,-362
"5599",5599,0,0,6445689.021,508563.5633,7.387400627,8.827475548,-183,-183
"5600",5600,0,0,6445685.539,509781.1214,7.387400627,8.827475548,14,64.5
"5601",5601,0,0,6445531.342,510530.1035,7.863314629,NA,348,348
"5602",5602,0,0,6445494.357,514067.4889,7.863314629,NA,37,37
"5603",5603,0,0,6445695.866,514372.5127,7.863314629,NA,67,52
"5604",5604,0,0,6445779.626,537037.9509,6.798315048,14.89608002,-7,-7
"5605",5605,0,0,6445689.021,537963.5633,6.798315048,14.89608002,-8,-8
"5606",5606,0,0,6445689.021,539188.5633,6.798315048,14.89608002,-33,-34.5
"5607",5607,0,0,6446352.176,381418.6007,8.380756378,2.018306494,-206,-206
"5608",5608,0,0,6446327.021,382388.5633,8.380756378,2.018306494,-238,-238
"5609",5609,0,0,6446327.021,383613.5633,8.380756378,2.018306494,-198,-191
"5610",5610,0,0,6446327.021,384838.5633,8.315547943,2.183115244,-171,-173
"5611",5611,0,0,6446327.021,386063.5633,8.315547943,2.183115244,-173,-169.5
"5612",5612,0,0,6446327.021,387288.5633,7.969643116,2.114209175,-187,-183
"5613",5613,0,0,6446327.021,388513.5633,7.969643116,2.114209175,-199,-203.5
"5614",5614,0,0,6446327.021,389738.5633,7.969643116,2.114209175,-195,-198
"5615",5615,0,0,6446327.021,390963.5633,7.969643116,2.114209175,-183,-179
"5616",5616,0,0,6446327.021,392188.5633,7.4288311,2.128996134,-156,-161
